Record_number,type,modified,license,rightsholder,accessrights,bibliographiccitation,references,institutionid,collectionid,datasetid,institutioncode,collectioncode,datasetname,basisofrecord,informationwithheld,datageneralizations,dynamicproperties,occurrenceid,catalognumber,recordnumber,recordedby,individualcount,sex,lifestage,reproductivecondition,behavior,establishmentmeans,occurrencestatus,preparations,disposition,associatedmedia,associatedreferences,associatedsequences,associatedtaxa,othercatalognumbers,occurrenceremarks,organismid,organismname,organismscope,associatedoccurrences,associatedorganisms,previousidentifications,organismremarks,materialsampleid,eventid,fieldnumber,eventdate,eventtime,startdayofyear,enddayofyear,year,month,day,verbatimeventdate,habitat,samplingprotocol,samplingeffort,fieldnotes,eventremarks,locationid,highergeographyid,highergeography,continent,waterbody,islandgroup,island,country,countrycode,stateprovince,county,municipality,locality,verbatimlocality,minimumelevationinmeters,maximumelevationinmeters,verbatimelevation,minimumdepthinmeters,maximumdepthinmeters,verbatimdepth,minimumdistanceabovesurfaceinmeters,maximumdistanceabovesurfaceinmeters,locationaccordingto,locationremarks,decimallatitude,decimallongitude,geodeticdatum,coordinateuncertaintyinmeters,coordinateprecision,verbatimcoordinates,verbatimlatitude,verbatimlongitude,verbatimcoordinatesystem,verbatimsrs,footprintwkt,footprintsrs,georeferencedby,georeferenceddate,georeferenceprotocol,georeferencesources,georeferenceverificationstatus,georeferenceremarks,geologicalcontextid,earliesteonorlowesteonothem,latesteonorhighesteonothem,earliesteraorlowesterathem,latesteraorhighesterathem,earliestperiodorlowestsystem,latestperiodorhighestsystem,earliestepochorlowestseries,latestepochorhighestseries,earliestageorloweststage,latestageorhigheststage,lowestbiostratigraphiczone,highestbiostratigraphiczone,lithostratigraphicterms,group,formation,member,bed,identificationid,identificationqualifier,typestatus,identifiedby,dateidentified,identificationreferences,identificationverificationstatus,identificationremarks,scientificnameid,namepublishedinid,scientificname,acceptednameusage,originalnameusage,namepublishedin,namepublishedinyear,higherclassification,kingdom,phylum,class,order,family,genus,subgenus,specificepithet,infraspecificepithet,taxonrank,verbatimtaxonrank,scientificnameauthorship,vernacularname,nomenclaturalcode,taxonomicstatus,taxonremarks,lengthinmm,lengthtype,lengthunitsinferred,massing,massunitsinferred,underivedlifestage,underivedsex,dataset_url,dataset_citation,gbifdatasetid,gbifpublisherid,dataset_contact_email,dataset_contact,dataset_pubdate,lastindexed,migrator_version,hasmedia,hastissue,wascaptive,isfossil,vntype,haslength
763,PhysicalObject,04/08/2015,CC0,,http://vertnet.org/resources/norms.html,University of Arkansas Collections Facility. UAFMC Herps. Record ID: urn:catalog:UAFMC:Herps:0068-0735-1554. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uafmc_herps (source published on 2015-05-12),http://portal.vertnet.org/o/uafmc/herps?id=urn-catalog-uafmc-herps-0068-0735-1554,,,,UAFMC,Herps,,PreservedSpecimen,,,,urn:catalog:UAFMC:Herps:0068-0735-1554,0068-0735-1554,,DIENER R,1,,,,,,present,alcoholic,,,,,,,GOOD CONDITION AS OF ACCESSIONING,,,,,,,,,,,08/29/1955,,241,241,1955,8,29,29-Aug-55,,,,,,,,| USA | Iowa | Des Moines |  |  |  |,North America,,,,United States,US,Iowa,Des Moines,,"MAIN STREET, APPROX 150 FEET SOUTH OF CASCADE TERRACE BRIDGE","USA | IOWA | DES MOINES | MAIN STREET, APPROX 150 FEET SOUTH OF CASCADE TERRACE BRIDGE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lithobates catesbeianus,,,,,ANURA | RANIDAE | LITHOBATES,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,,catesbeianus,,species,,,AMERICAN BULLFROG,ICZN,,,,,,,,,,,University of Arkansas Collections Facility. UAFMC Herps. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uafmc_herps (source published on 2015-05-12),9dc5adb8-b4c0-4642-b1ed-b7c5b0a8c552,9a367b8c-22dd-402d-9161-d3c64c6d6a94,nmccartn@uark.edu,Nancy McCartney,05/12/2015,08/12/2016,04/08/2015,0,1,0,0,specimen,0
764,PhysicalObject,04/08/2015,CC0,,http://vertnet.org/resources/norms.html,University of Arkansas Collections Facility. UAFMC Herps. Record ID: urn:catalog:UAFMC:Herps:0068-0735-1555. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uafmc_herps (source published on 2015-05-12),http://portal.vertnet.org/o/uafmc/herps?id=urn-catalog-uafmc-herps-0068-0735-1555,,,,UAFMC,Herps,,PreservedSpecimen,,,,urn:catalog:UAFMC:Herps:0068-0735-1555,0068-0735-1555,,DOWLING FIELD PARTY,3,,,,,,present,alcoholic,,,,,,,GOOD CONDITION AS OF ACCESSIONING; APR 06=1555-1557 IN SAME JAR,,,,,,,,,,,07/14/1953,,195,195,1953,7,14,14-Jul-53,,,,,,,,| USA | ARKANSAS | FULTON |  |  |  |,North America,,,,United States,US,Arkansas,Fulton,,"MAMMOTH SPRINGS, VICINITY OF FISH HATCHERY","USA | ARKANSAS | FULTON | MAMMOTH SPRINGS, VICINITY OF FISH HATCHERY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lithobates catesbeianus,,,,,ANURA | RANIDAE | LITHOBATES,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,,catesbeianus,,species,,,AMERICAN BULLFROG,ICZN,,,,,,,,,,,University of Arkansas Collections Facility. UAFMC Herps. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uafmc_herps (source published on 2015-05-12),9dc5adb8-b4c0-4642-b1ed-b7c5b0a8c552,9a367b8c-22dd-402d-9161-d3c64c6d6a94,nmccartn@uark.edu,Nancy McCartney,05/12/2015,08/12/2016,04/08/2015,0,1,0,0,specimen,0
765,PhysicalObject,04/08/2015,CC0,,http://vertnet.org/resources/norms.html,University of Arkansas Collections Facility. UAFMC Herps. Record ID: urn:catalog:UAFMC:Herps:0068-0735-1556. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uafmc_herps (source published on 2015-05-12),http://portal.vertnet.org/o/uafmc/herps?id=urn-catalog-uafmc-herps-0068-0735-1556,,,,UAFMC,Herps,,PreservedSpecimen,,,,urn:catalog:UAFMC:Herps:0068-0735-1556,0068-0735-1556,,DOWLING FIELD PARTY,1,,,,,,present,alcoholic,,,,,,,GOOD CONDITION AS OF ACCESSIONING;  APR 06=1555-1557 IN SAME JAR,,,,,,,,,,,07/15/1953,,196,196,1953,7,15,15-Jul-53,,,,,,,,| USA | ARKANSAS | FULTON |  |  |  |,North America,,,,United States,US,Arkansas,Fulton,,"1.4 MI WEST SADDLE, SOUTH FORK SPRING RIVER","USA | ARKANSAS | FULTON | 1.4 MI WEST SADDLE, SOUTH FORK SPRING RIVER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lithobates catesbeianus,,,,,ANURA | RANIDAE | LITHOBATES,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,,catesbeianus,,species,,,AMERICAN BULLFROG,ICZN,,,,,,,,,,,University of Arkansas Collections Facility. UAFMC Herps. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uafmc_herps (source published on 2015-05-12),9dc5adb8-b4c0-4642-b1ed-b7c5b0a8c552,9a367b8c-22dd-402d-9161-d3c64c6d6a94,nmccartn@uark.edu,Nancy McCartney,05/12/2015,08/12/2016,04/08/2015,0,1,0,0,specimen,0
766,PhysicalObject,04/08/2015,CC0,,http://vertnet.org/resources/norms.html,University of Arkansas Collections Facility. UAFMC Herps. Record ID: urn:catalog:UAFMC:Herps:0068-0735-1557. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uafmc_herps (source published on 2015-05-12),http://portal.vertnet.org/o/uafmc/herps?id=urn-catalog-uafmc-herps-0068-0735-1557,,,,UAFMC,Herps,,PreservedSpecimen,,,,urn:catalog:UAFMC:Herps:0068-0735-1557,0068-0735-1557,,DOWLING FIELD PARTY,1,,,,,,present,alcoholic,,,,,,,GOOD CONDITION AS OF ACCESSIONING;  APR 06=1555-1557 IN SAME JAR,,,,,,,,,,,07/15/1953,,196,196,1953,7,15,15-Jul-53,,,,,,,,| USA | ARKANSAS | FULTON |  |  |  |,North America,,,,United States,US,Arkansas,Fulton,,CREEK 0.25 MI WEST OF SADDLE,USA | ARKANSAS | FULTON | CREEK 0.25 MI WEST OF SADDLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lithobates catesbeianus,,,,,ANURA | RANIDAE | LITHOBATES,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,,catesbeianus,,species,,,AMERICAN BULLFROG,ICZN,,,,,,,,,,,University of Arkansas Collections Facility. UAFMC Herps. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uafmc_herps (source published on 2015-05-12),9dc5adb8-b4c0-4642-b1ed-b7c5b0a8c552,9a367b8c-22dd-402d-9161-d3c64c6d6a94,nmccartn@uark.edu,Nancy McCartney,05/12/2015,08/12/2016,04/08/2015,0,1,0,0,specimen,0
767,PhysicalObject,04/08/2015,CC0,,http://vertnet.org/resources/norms.html,University of Arkansas Collections Facility. UAFMC Herps. Record ID: urn:catalog:UAFMC:Herps:0068-0735-1583. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uafmc_herps (source published on 2015-05-12),http://portal.vertnet.org/o/uafmc/herps?id=urn-catalog-uafmc-herps-0068-0735-1583,,,,UAFMC,Herps,,PreservedSpecimen,,,,urn:catalog:UAFMC:Herps:0068-0735-1583,0068-0735-1583,,HITE MAXINE,3,,,,,,present,alcoholic,,,,,,,NONE,,,,,,,,,,,08/07/1957,,219,219,1957,8,7,07-Aug-57,,,,,,,,| USA | Arkansas | Washington |  |  |  |,North America,,,,United States,US,Arkansas,Washington,,15 MI SOUTH OF PRAIRIE GROVE,USA | ARKANSAS | WASHINGTON | 15 MI SOUTH OF PRAIRIE GROVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lithobates catesbeianus,,,,,ANURA | RANIDAE | LITHOBATES,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,,catesbeianus,,species,,,AMERICAN BULLFROG,ICZN,,,,,,,,,,,University of Arkansas Collections Facility. UAFMC Herps. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uafmc_herps (source published on 2015-05-12),9dc5adb8-b4c0-4642-b1ed-b7c5b0a8c552,9a367b8c-22dd-402d-9161-d3c64c6d6a94,nmccartn@uark.edu,Nancy McCartney,05/12/2015,08/12/2016,04/08/2015,0,1,0,0,specimen,0
768,PhysicalObject,04/08/2015,CC0,,http://vertnet.org/resources/norms.html,University of Arkansas Collections Facility. UAFMC Herps. Record ID: urn:catalog:UAFMC:Herps:0068-0735-1585. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uafmc_herps (source published on 2015-05-12),http://portal.vertnet.org/o/uafmc/herps?id=urn-catalog-uafmc-herps-0068-0735-1585,,,,UAFMC,Herps,,PreservedSpecimen,,,,urn:catalog:UAFMC:Herps:0068-0735-1585,0068-0735-1585,,EASLEY E D,1,,,,,,present,alcoholic,,,,,,,NONE,,,,,,,,,,,07/22/1957,,203,203,1957,7,22,22-Jul-57,,,,,,,,| USA | Arkansas | Washington |  |  |  |,North America,,,,United States,US,Arkansas,Washington,,WEDINGTON AREA,USA | ARKANSAS | WASHINGTON | WEDINGTON AREA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lithobates catesbeianus,,,,,ANURA | RANIDAE | LITHOBATES,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,,catesbeianus,,species,,,AMERICAN BULLFROG,ICZN,,,,,,,,,,,University of Arkansas Collections Facility. UAFMC Herps. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uafmc_herps (source published on 2015-05-12),9dc5adb8-b4c0-4642-b1ed-b7c5b0a8c552,9a367b8c-22dd-402d-9161-d3c64c6d6a94,nmccartn@uark.edu,Nancy McCartney,05/12/2015,08/12/2016,04/08/2015,0,1,0,0,specimen,0
769,PhysicalObject,04/08/2015,CC0,,http://vertnet.org/resources/norms.html,University of Arkansas Collections Facility. UAFMC Herps. Record ID: urn:catalog:UAFMC:Herps:0068-0735-1611. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uafmc_herps (source published on 2015-05-12),http://portal.vertnet.org/o/uafmc/herps?id=urn-catalog-uafmc-herps-0068-0735-1611,,,,UAFMC,Herps,,PreservedSpecimen,,,,urn:catalog:UAFMC:Herps:0068-0735-1611,0068-0735-1611,,BARNWELL & SHIPP,2,,,,,,present,alcoholic,,,,,,,NONE,,,,,,,,,,,06/10/1959,,161,161,1959,6,10,10-Jun-59,,,,,,,,| USA | Arkansas | Benton |  |  |  |,North America,,,,United States,US,Arkansas,Benton,,SPRING CREEK 1.3 MI SOUTH OF CAVE SPRINGS,USA | ARKANSAS | BENTON | SPRING CREEK 1.3 MI SOUTH OF CAVE SPRINGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lithobates catesbeianus,,,,,ANURA | RANIDAE | LITHOBATES,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,,catesbeianus,,species,,,AMERICAN BULLFROG,ICZN,,,,,,,,,,,University of Arkansas Collections Facility. UAFMC Herps. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uafmc_herps (source published on 2015-05-12),9dc5adb8-b4c0-4642-b1ed-b7c5b0a8c552,9a367b8c-22dd-402d-9161-d3c64c6d6a94,nmccartn@uark.edu,Nancy McCartney,05/12/2015,08/12/2016,04/08/2015,0,1,0,0,specimen,0
770,PhysicalObject,04/08/2015,CC0,,http://vertnet.org/resources/norms.html,University of Arkansas Collections Facility. UAFMC Herps. Record ID: urn:catalog:UAFMC:Herps:0068-0735-1685. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uafmc_herps (source published on 2015-05-12),http://portal.vertnet.org/o/uafmc/herps?id=urn-catalog-uafmc-herps-0068-0735-1685,,,,UAFMC,Herps,,PreservedSpecimen,,,,urn:catalog:UAFMC:Herps:0068-0735-1685,0068-0735-1685,,HERPETOLOGY CLASS,1,,,,,,present,alcoholic,,,,,,,NONE,,,,,,,,,,,03/12/1953,,71,71,1953,3,12,12-Mar-53,,,,,,,,| USA | ARKANSAS | CRAWFORD |  |  |  |,North America,,,,United States,US,Arkansas,Crawford,,ALMA (HWY 167),USA | ARKANSAS | CRAWFORD | ALMA (HWY 167),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lithobates catesbeianus,,,,,ANURA | RANIDAE | LITHOBATES,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,,catesbeianus,,species,,,AMERICAN BULLFROG,ICZN,,,,,,,,,,,University of Arkansas Collections Facility. UAFMC Herps. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uafmc_herps (source published on 2015-05-12),9dc5adb8-b4c0-4642-b1ed-b7c5b0a8c552,9a367b8c-22dd-402d-9161-d3c64c6d6a94,nmccartn@uark.edu,Nancy McCartney,05/12/2015,08/12/2016,04/08/2015,0,1,0,0,specimen,0
771,PhysicalObject,04/08/2015,CC0,,http://vertnet.org/resources/norms.html,University of Arkansas Collections Facility. UAFMC Herps. Record ID: urn:catalog:UAFMC:Herps:0078-0091-0035. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uafmc_herps (source published on 2015-05-12),http://portal.vertnet.org/o/uafmc/herps?id=urn-catalog-uafmc-herps-0078-0091-0035,,,,UAFMC,Herps,,PreservedSpecimen,,,,urn:catalog:UAFMC:Herps:0078-0091-0035,0078-0091-0035,,BONATI R,1,,,,,,present,alcoholic,,,,,,,"SAME JAR =1,4,11,30,33,35,38,61,66,67,68,69, 72,73,77,79,80,129,131,133",,,,,,,,,,,07/23/1977,,204,204,1977,7,23,23-Jul-77,,,,,,,,| USA | Arkansas | Benton |  |  |  |,North America,,,,United States,US,Arkansas,Benton,,HWY 68 3 MI WEST WASHINGTON COUNTY LINE,USA | ARKANSAS | BENTON | HWY 68 3 MI WEST WASHINGTON COUNTY LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lithobates catesbeianus,,,,,ANURA | RANIDAE | LITHOBATES,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,,catesbeianus,,species,,,AMERICAN BULLFROG,ICZN,,,,,,,,,,,University of Arkansas Collections Facility. UAFMC Herps. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uafmc_herps (source published on 2015-05-12),9dc5adb8-b4c0-4642-b1ed-b7c5b0a8c552,9a367b8c-22dd-402d-9161-d3c64c6d6a94,nmccartn@uark.edu,Nancy McCartney,05/12/2015,08/12/2016,04/08/2015,0,1,0,0,specimen,0
772,PhysicalObject,04/08/2015,CC0,,http://vertnet.org/resources/norms.html,University of Arkansas Collections Facility. UAFMC Herps. Record ID: urn:catalog:UAFMC:Herps:0078-0091-0038. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uafmc_herps (source published on 2015-05-12),http://portal.vertnet.org/o/uafmc/herps?id=urn-catalog-uafmc-herps-0078-0091-0038,,,,UAFMC,Herps,,PreservedSpecimen,,,,urn:catalog:UAFMC:Herps:0078-0091-0038,0078-0091-0038,,BONATI R,1,,,,,,present,alcoholic,,,,,,,"SAME JAR =1,4,11,30,33,35,38,61,66,67,68,69, 72,73,77,79,80,129,131,133",,,,,,,,,,,06/25/1977,,176,176,1977,6,25,25-Jun-77,,,,,,,,| USA | Arkansas | Benton |  |  |  |,North America,,,,United States,US,Arkansas,Benton,,"HWY 43, 3 MI NORTH HWY 204","USA | ARKANSAS | BENTON | HWY 43, 3 MI NORTH HWY 204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lithobates catesbeianus,,,,,ANURA | RANIDAE | LITHOBATES,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,,catesbeianus,,species,,,AMERICAN BULLFROG,ICZN,,,,,,,,,,,University of Arkansas Collections Facility. UAFMC Herps. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uafmc_herps (source published on 2015-05-12),9dc5adb8-b4c0-4642-b1ed-b7c5b0a8c552,9a367b8c-22dd-402d-9161-d3c64c6d6a94,nmccartn@uark.edu,Nancy McCartney,05/12/2015,08/12/2016,04/08/2015,0,1,0,0,specimen,0
773,PhysicalObject,04/08/2015,CC0,,http://vertnet.org/resources/norms.html,University of Arkansas Collections Facility. UAFMC Herps. Record ID: urn:catalog:UAFMC:Herps:0078-0091-0061. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uafmc_herps (source published on 2015-05-12),http://portal.vertnet.org/o/uafmc/herps?id=urn-catalog-uafmc-herps-0078-0091-0061,,,,UAFMC,Herps,,PreservedSpecimen,,,,urn:catalog:UAFMC:Herps:0078-0091-0061,0078-0091-0061,,BONATI R,1,,,,,,present,alcoholic,,,,,,,"SAME JAR =1,4,11,30,33,35,38,61,66,67,68,69, 72,73,77,79,80,129,131,133",,,,,,,,,,,03/29/1977,,88,88,1977,3,29,29-Mar-77,,,,,,,,| USA | Arkansas | Benton |  |  |  |,North America,,,,United States,US,Arkansas,Benton,,2 MI NORTH SILOAM SPRINGS 0.2 MI SE SILOAM SPRINGS LAKE,USA | ARKANSAS | BENTON | 2 MI NORTH SILOAM SPRINGS 0.2 MI SE SILOAM SPRINGS LAKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lithobates catesbeianus,,,,,ANURA | RANIDAE | LITHOBATES,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,,catesbeianus,,species,,,AMERICAN BULLFROG,ICZN,,,,,,,,,,,University of Arkansas Collections Facility. UAFMC Herps. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uafmc_herps (source published on 2015-05-12),9dc5adb8-b4c0-4642-b1ed-b7c5b0a8c552,9a367b8c-22dd-402d-9161-d3c64c6d6a94,nmccartn@uark.edu,Nancy McCartney,05/12/2015,08/12/2016,04/08/2015,0,1,0,0,specimen,0
774,PhysicalObject,04/08/2015,CC0,,http://vertnet.org/resources/norms.html,University of Arkansas Collections Facility. UAFMC Herps. Record ID: urn:catalog:UAFMC:Herps:0078-0091-0066. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uafmc_herps (source published on 2015-05-12),http://portal.vertnet.org/o/uafmc/herps?id=urn-catalog-uafmc-herps-0078-0091-0066,,,,UAFMC,Herps,,PreservedSpecimen,,,,urn:catalog:UAFMC:Herps:0078-0091-0066,0078-0091-0066,,BONATI R,1,,,,,,present,alcoholic,,,,,,,NONE,,,,,,,,,,,07/20/1977,,201,201,1977,7,20,20-Jul-77,,,,,,,,| USA | Arkansas | Benton |  |  |  |,North America,,,,United States,US,Arkansas,Benton,,"HWY 264, HEALING SPRINGS","USA | ARKANSAS | BENTON | HWY 264, HEALING SPRINGS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lithobates catesbeianus,,,,,ANURA | RANIDAE | LITHOBATES,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,,catesbeianus,,species,,,AMERICAN BULLFROG,ICZN,,,,,,,,,,,University of Arkansas Collections Facility. UAFMC Herps. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uafmc_herps (source published on 2015-05-12),9dc5adb8-b4c0-4642-b1ed-b7c5b0a8c552,9a367b8c-22dd-402d-9161-d3c64c6d6a94,nmccartn@uark.edu,Nancy McCartney,05/12/2015,08/12/2016,04/08/2015,0,1,0,0,specimen,0
775,PhysicalObject,04/08/2015,CC0,,http://vertnet.org/resources/norms.html,University of Arkansas Collections Facility. UAFMC Herps. Record ID: urn:catalog:UAFMC:Herps:0078-0091-0069. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uafmc_herps (source published on 2015-05-12),http://portal.vertnet.org/o/uafmc/herps?id=urn-catalog-uafmc-herps-0078-0091-0069,,,,UAFMC,Herps,,PreservedSpecimen,,,,urn:catalog:UAFMC:Herps:0078-0091-0069,0078-0091-0069,,BONATI R,1,,,,,,present,alcoholic,,,,,,,"SAME JAR =1,4,11,30,33,35,38,61,66,67,68,69, 72,73,77,79,80,129,131,133",,,,,,,,,,,04/20/1977,,110,110,1977,4,20,20-Apr-77,,,,,,,,| USA | Arkansas | Washington |  |  |  |,North America,,,,United States,US,Arkansas,Washington,,POND OPPOSITE LAKE WEDDINGTON ON HWY 16,USA | ARKANSAS | WASHINGTON | POND OPPOSITE LAKE WEDDINGTON ON HWY 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lithobates catesbeianus,,,,,ANURA | RANIDAE | LITHOBATES,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,,catesbeianus,,species,,,AMERICAN BULLFROG,ICZN,,,,,,,,,,,University of Arkansas Collections Facility. UAFMC Herps. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uafmc_herps (source published on 2015-05-12),9dc5adb8-b4c0-4642-b1ed-b7c5b0a8c552,9a367b8c-22dd-402d-9161-d3c64c6d6a94,nmccartn@uark.edu,Nancy McCartney,05/12/2015,08/12/2016,04/08/2015,0,1,0,0,specimen,0
776,PhysicalObject,04/08/2015,CC0,,http://vertnet.org/resources/norms.html,University of Arkansas Collections Facility. UAFMC Herps. Record ID: urn:catalog:UAFMC:Herps:0078-0091-0072. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uafmc_herps (source published on 2015-05-12),http://portal.vertnet.org/o/uafmc/herps?id=urn-catalog-uafmc-herps-0078-0091-0072,,,,UAFMC,Herps,,PreservedSpecimen,,,,urn:catalog:UAFMC:Herps:0078-0091-0072,0078-0091-0072,,BONATI R,1,,,,,,present,alcoholic,,,,,,,"TRAUTH (P. 169) CALLS RANA CATESBEIANA THE AMERICAN BULLFROG, BONATI CALLED IT JUST BULLFROG; SAME JAR =1,4,11,30,33,35,38,61,66,67,68,69, 72,73,77,79,80,129,131,133",,,,,,,,,,,03/29/1977,,88,88,1977,3,29,29-Mar-77,,,,,,,,| USA | Arkansas | Benton |  |  |  |,North America,,,,United States,US,Arkansas,Benton,,"2 MI NORTH SILOAM SPRINGS, 0.2 MI SE SILOAM SPRINGS LAKE","USA | ARKANSAS | BENTON | 2 MI NORTH SILOAM SPRINGS, 0.2 MI SE SILOAM SPRINGS LAKE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lithobates catesbeianus,,,,,ANURA | RANIDAE | LITHOBATES,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,,catesbeianus,,species,,,AMERICAN BULLFROG,ICZN,,,,,,,,,,,University of Arkansas Collections Facility. UAFMC Herps. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uafmc_herps (source published on 2015-05-12),9dc5adb8-b4c0-4642-b1ed-b7c5b0a8c552,9a367b8c-22dd-402d-9161-d3c64c6d6a94,nmccartn@uark.edu,Nancy McCartney,05/12/2015,08/12/2016,04/08/2015,0,1,0,0,specimen,0
777,PhysicalObject,04/08/2015,CC0,,http://vertnet.org/resources/norms.html,University of Arkansas Collections Facility. UAFMC Herps. Record ID: urn:catalog:UAFMC:Herps:0078-0091-0073. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uafmc_herps (source published on 2015-05-12),http://portal.vertnet.org/o/uafmc/herps?id=urn-catalog-uafmc-herps-0078-0091-0073,,,,UAFMC,Herps,,PreservedSpecimen,,,,urn:catalog:UAFMC:Herps:0078-0091-0073,0078-0091-0073,,BONATI R,1,,,,,,present,alcoholic,,,,,,,"SAME JAR =1,4,11,30,33,35,38,61,66,67,68,69, 72,73,77,79,80,129,131,133",,,,,,,,,,,08/14/1977,,226,226,1977,8,14,14-Aug-77,,,,,,,,| USA | Arkansas | Benton |  |  |  |,North America,,,,United States,US,Arkansas,Benton,,"HWY 1112, 2 MI NORTH CAVE SRPING","USA | ARKANSAS | BENTON | HWY 1112, 2 MI NORTH CAVE SRPING",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lithobates catesbeianus,,,,,ANURA | RANIDAE | LITHOBATES,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,,catesbeianus,,species,,,AMERICAN BULLFROG,ICZN,,,,,,,,,,,University of Arkansas Collections Facility. UAFMC Herps. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=uafmc_herps (source published on 2015-05-12),9dc5adb8-b4c0-4642-b1ed-b7c5b0a8c552,9a367b8c-22dd-402d-9161-d3c64c6d6a94,nmccartn@uark.edu,Nancy McCartney,05/12/2015,08/12/2016,04/08/2015,0,1,0,0,specimen,0
